"","ACCIDENT_NO","LONGITUDE","LATITUDE"
"65169","T20190008125",144.96338,-37.8391
"29479","T20160018038",145.06772632,-37.98922428
"19682","T20150022422",145.13174005,-37.89308822
"43882","T20170011175",145.15305666,-37.93459255
"69659","T20150009705",145.08046,-37.93871999
"18681","T20150022116",145.30788443,-38.02084991
"4099","T20140022867",145.46197743,-36.37762301
"60195","T20180017607",144.97545423,-37.81139057
"58847","T20180017248",144.9992067,-37.78586941
"61068","T20190005674",144.26531371,-37.56376766
"30963","T20160013261",144.977668,-37.82263254
"65163","T20180017125",144.80548671,-37.55133416
"7307","T20150000359",145.21658392,-38.10476343
"16041","T20150017003",145.02423024,-37.93554969
"17305","T20150021358",142.13527469,-36.75869256
"75712","T20180010149",144.98321384,-37.8045655
"71944","T20160011304",144.35118553,-38.13336092
"1399","T20140016300",-1,-1
"5416","T20140023797",144.92930304,-37.64056548
"11376","T20150008125",147.07339978,-38.09664441
"59254","T20180015952",145.06116244,-37.77384343
"54929","T20180020198",145.19093659,-38.15215556
"70818","T20150024430",145.17875384,-37.87677075
"21064","T20150023924",146.56423631,-38.16789113
"35943","T20170005164",143.82453577,-37.55617998
"22155","T20160001106",144.86436352,-37.78715383
"68387","T20190011031",144.98463543,-37.78220916
"76","T20140013742",144.3552394,-38.09879579
"38424","T20170004009",145.08507493,-37.3747111
"31986","T20160015335",144.9543881,-37.79913569
"60764","T20180019462",145.0633777,-37.79666041
"38040","T20170008449",145.29894225,-38.11522544
"31156","T20160014843",144.95321041,-37.83182358
"70128","T20150015706",146.1467505,-38.61932322
"73328","T20170001341",143.67520106,-35.47413385
"62239","T20190012461",145.26563086,-38.10233851
"29274","T20160017544",144.97436204,-37.75986083
"20291","T20150024743",144.78008332,-37.70122054
"21210","T20150024089",145.98884233,-36.54959509
"57335","T20170024641",146.24875128,-38.18848138
"16070","T20150018647",145.02601084,-37.77487512
"72362","T20160016644",144.68215886,-37.87476958
"43874","T20170021052",145.02612147,-37.64736359
"69940","T20150013263",143.82331722,-37.53351227
"55585","T20180008318",145.58091821,-38.58882117
"44283","T20170011997",145.92366847,-38.17111142
"60634","T20180022138",144.31572262,-37.57487919
"15968","T20150016867",145.06939048,-37.67888178
"57873","T20180013385",144.99413296,-37.75610206
"49323","T20170020571",145.106429,-37.88251503
"5831","T20140024888",145.0473442,-37.95688689
"56878","T20180011292",144.75531138,-36.14026231
"45703","T20170019010",145.89327895,-38.14426911
"54860","T20180020025",145.1817182,-36.45477318
"50645","T20180003259",145.35518627,-37.90834023
"34408","T20160023416",144.79630985,-37.77032671
"52268","T20180002870",144.92480484,-37.76708585
"22771","T20150026917",144.92951132,-37.61763097
"70660","T20150022204",145.10817121,-37.35299817
"61826","T20180021443",144.95026155,-37.8225592
"25185","T20160007357",144.96565213,-37.75767297
"73077","T20160026140",145.18335752,-38.22377223
"28019","T20160011032",144.86741295,-37.70686789
"12690","T20150010296",142.92024758,-37.29377209
"50095","T20170022078",145.76081451,-38.4076804
"44298","T20170021772",144.93987036,-37.78914156
"8644","T20150003588",145.11332036,-37.75723812
"72289","T20160015651",145.13921697,-38.13217652
"13676","T20150010666",142.54063921,-38.38552756
"76737","T20190001326",144.94493427,-37.82581046
"69848","T20150011902",145.46193924,-38.50020481
"26274","T20160009140",145.51301799,-37.77506505
"54501","T20180019335",144.5503482,-38.25933241
"36495","T20170005642",145.2700687,-38.0058153
"49557","T20180007843",144.92942018,-37.67576953
"55823","T20180021872",142.19713818,-36.71784761
"55070","T20170020544",145.15569847,-37.90544375
"5710","T20140025000",145.31173234,-38.00151746
"44144","T20170015726",145.35733792,-37.89843391
"66743","T20180021560",144.94924281,-37.82652455
"41356","T20170008944",145.21434582,-38.12761054
"68343","T20190010231",144.9316299,-37.59782307
"40055","T20160021771",145.03058282,-37.80688051
"56542","T20180023390",144.88566035,-37.84619307
"47625","T20170021937",144.77101825,-37.71120368
"13982","T20150014235",144.95422109,-37.81313884
"7033","T20140026976",143.3470411,-35.10706113
"66448","T20190007999",143.74379072,-36.48646717
"37636","T20170002720",143.84833872,-37.57182651
"22954","T20160002766",145.17312612,-37.17211314
"41541","T20170009626",144.89374755,-37.68978038
"49542","T20170020855",145.0282425,-37.79131611
"65069","T20180017010",145.18599342,-38.04480908
"26008","T20160007440",144.57873189,-37.65214686
"61019","T20180019312",145.31110736,-38.11668791
"66286","T20180020281",145.25409514,-37.82578714
"21469","T20160002011",145.17844267,-37.93588647
"72123","T20160013418",144.89244908,-37.79892175
"20158","T20150023057",144.09673,-37.32453999
"35527","T20170003994",142.92089246,-38.23587664
"34535","T20170001376",144.69359865,-37.59527916
"44006","T20170000467",145.24365807,-37.98047486
"16407","T20150019295",145.17483219,-37.96524349
"61048","T20180019919",144.14993999,-38.36056999
"22564","T20150026531",145.15577048,-37.93344683
"10420","T20150008591",145.23846955,-38.0818035
"25406","T20160006182",146.25834083,-38.3267279
"57231","T20180012295",144.96855016,-37.81378407
"52592","T20180003664",143.25543187,-38.74342956
"71043","T20150027230",149.68729328,-37.52268475
"55089","T20180008547",144.74119882,-37.87215241
"61507","T20190010541",144.93711503,-37.77397615
"11357","T20150008046",145.38943277,-36.36364712
"67837","T20190003181",145.02142441,-37.75935997
"36977","T20160025680",145.68170026,-37.93839014
"76827","T20190002737",145.01654448,-37.86166052
"56374","T20180020153",143.96685819,-38.56661979
"8070","T20150000731",146.45006838,-36.58841888
"58253","T20190002548",143.18309999,-36.68529999
"165","T20140014042",144.2453599,-36.79705129
"50839","T20170024940",144.96756458,-37.83332555
"59035","T20190001380",144.89844974,-37.50372057
"43831","T20170000169",144.54822149,-37.68568404
"24380","T20160008225",145.12407579,-38.02207706
"23228","T20160003381",145.06624315,-37.67855329
"61980","T20190007617",145.24472228,-37.97257117
"16980","T20150018935",142.48188579,-38.38204454
"36826","T20160016701",145.25096113,-37.8522855
"37774","T20160027133",148.50020541,-37.70663567
"12875","T20150012922",147.27813055,-37.92136505
"74886","T20170023080",144.88964838,-37.75302486
"63382","T20190001910",143.87031898,-37.5619233
"37685","T20170007923",144.97849332,-37.85076366
"75824","T20180011830",144.85017492,-36.1257546
"43749","T20170010832",145.23926129,-38.035058
"14647","T20150012073",145.12170087,-37.91494807
"14553","T20150015335",145.29947666,-38.01893462
"9729","T20150005090",145.0015824,-37.89917601
"47742","T20170017304",145.02765784,-37.81491087
"11287","T20150008410",144.92206558,-37.66357449
"41869","T20170017292",144.97757983,-37.8412567
"43428","T20160027625",144.94025867,-37.69286656
"13012","T20150011189",144.58312631,-37.68323199
"41637","T20170009916",144.98914944,-37.82280704
"141","T20140013900",-1,-1
"47098","T20170019221",144.77611926,-37.76361131
"7298","T20140026612",144.6748453,-37.87677463
"33039","T20160022143",145.27777292,-38.02966428
"59177","T20180016182",145.30126673,-38.05492424
"13059","T20150010105",144.77483681,-37.77033139
"17422","T20150021577",144.97259622,-37.76656118
"66685","T20190008157",145.20026244,-36.70785117
"54555","T20180019400",142.15768321,-34.18598786
"36005","T20160026757",144.39693391,-38.02287716
"2236","T20140017786",141.6135623,-38.36009796
"3496","T20140020945",145.00952646,-37.74127422
"58237","T20180024025",145.2361825,-37.86684752
"1625","T20140017369",145.04611551,-38.22839909
"73482","T20170003560",144.98544716,-37.66130735
"20060","T20150022948",144.35320566,-38.14496046
"29541","T20160011632",144.89189416,-37.71794477
"29182","T20160018136",144.84894605,-37.82709393
"53565","T20180005304",144.98679404,-37.80235542
"36617","T20170006502",144.88134749,-37.71585041
"33983","T20160019547",145.23625395,-37.81608036
"59957","T20180019498",145.09934452,-37.70535713
"37019","T20170002582",144.95320087,-37.81702928
"73541","T20170004474",144.98677997,-37.83701021
"65093","T20190003598",144.9000468,-37.57042517
"57082","T20180024573",145.31438656,-38.18017719
"51706","T20180001957",145.15403713,-37.81841022
"12794","T20150011763",145.08139172,-37.81281726
"61629","T20180024574",144.9775429,-37.84848402
"23058","T20160005279",144.92934313,-37.64028687
"16447","T20150018184",144.34321578,-38.15931769
"49447","T20170022377",144.29215123,-38.06652442
"3531","T20140020984",-1,-1
"14565","T20150015601",145.30472263,-38.03875221
"19627","T20150021273",144.94369791,-37.60198754
"71814","T20160009807",144.95935388,-37.83039588
"58657","T20190000604",145.07455817,-37.65937955
"72390","T20160017007",145.06648696,-37.89029016
"30397","T20160012920",145.18361857,-38.29897757
"33488","T20160018546",144.2907517,-36.74977885
"49665","T20180005384",145.04749873,-37.83027492
"59327","T20180016464",145.23110414,-37.81458476
"67800","T20190002479",145.90304714,-38.09597572
"17472","T20150021745",145.06893798,-37.75975966
"9103","T20150006085",144.89298257,-38.40637317
"19190","T20150020489",144.31370497,-38.19986315
"17094","T20150021120",144.82875682,-37.86929253
"22353","T20160001292",145.06084086,-37.96521867
"70571","T20150021040",144.34226807,-38.18210313
"23849","T20160004717",144.9595997,-37.80666157
"43227","T20160027267",145.18772706,-38.10140188
"77012","T20190005370",143.61957383,-38.77877174
"19013","T20150022580",144.83497758,-38.37094031
"18038","T20150023350",144.9482138,-37.72940286
"17506","T20150019977",145.10719425,-37.99090623
"38470","T20170003155",144.9094888,-37.86949972
"51350","T20180004875",144.29188394,-36.75733707
"72129","T20160013478",144.92930778,-37.63916054
"70942","T20150025930",144.96305238,-37.83229102
"34353","T20160025102",145.22264652,-37.73695091
"47665","T20170020462",145.09412937,-37.77962042
"2006","T20140017529",-1,-1
"34670","T20170002429",145.31285586,-38.02713851
"24155","T20160007886",145.29726212,-38.01940933
"2599","T20140019252",-1,-1
"28495","T20160015906",144.99298043,-37.83300619
"64541","T20190002053",145.12554277,-37.82320044
"2969","T20140019892",-1,-1
"49091","T20170021773",143.85075218,-37.54691909
"26191","T20160007656",144.21274465,-36.88519542
"24260","T20160002635",145.18294999,-37.85584999
"52958","T20180007756",144.90686455,-37.69386517
"303","T20140014060",-1,-1
"17208","T20150019316",145.03636515,-37.93312765
"1074","T20140015586",143.83555619,-37.59527284
"33012","T20160022046",144.99236335,-37.87625021
"76952","T20190004387",145.12010442,-38.06712471
"16534","T20150020035",145.00281745,-37.74523541
"35187","T20170003230",142.14388422,-34.18413872
"45484","T20170023981",145.19913595,-37.97132308
"3218","T20140020517",-1,-1
"59542","T20180016278",145.00001042,-37.73757387
"2548","T20140018854",145.26326065,-38.14992478
"59259","T20190001846",144.84760111,-37.81186157
"17734","T20150022139",144.88137288,-37.82379094
"54171","T20180008020",144.95618647,-37.84507713
"22876","T20160000131",145.00170072,-37.73048053
"5948","T20140025610",143.59219364,-38.33599576
"70030","T20150014513",145.05703946,-37.82945177
"24094","T20160003081",145.13734633,-37.92075109
"75977","T20180014125",145.4185345,-37.7823326
"56766","T20180011538",145.74538675,-38.07973501
"23911","T20160004875",144.94252053,-37.75841077
"47399","T20170020783",145.09230097,-38.01315854
"63891","T20190011838",145.01952866,-37.80934596
"10316","T20150006554",144.75588407,-37.86924532
"66511","T20190008122",145.23734508,-37.83222818
"28046","T20160016018",144.83649028,-37.86421512
"77424","T20190011618",141.40756901,-37.91205702
"4792","T20140023362",145.1170052,-37.68584118
"39918","T20170012263",145.29685765,-37.73205448
"77444","T20190011885",144.33907703,-38.17497077
"13009","T20150009157",145.18585999,-37.87649
"26764","T20160008499",144.71568131,-37.71935863
"32511","T20160019167",144.36751006,-36.77296159
"73216","T20160028040",144.22742323,-36.7185342
"39739","T20170013025",145.4318592,-36.45695771
"45318","T20170003231",145.03385872,-37.79729577
"25640","T20160010889",145.48959145,-37.60581341
"11567","T20150009380",145.18174544,-37.99524889
"28527","T20160013338",145.24759587,-38.00307605
"51557","T20170014137",144.36637763,-38.15346566
"3955","T20140021990",-1,-1
"61878","T20180008408",141.62615335,-38.25384786
"53566","T20180005305",145.17332111,-36.42092456
"3679","T20140021324",-1,-1
"69420","T20150006875",144.89642519,-37.73877674
"57338","T20190000336",145.25336446,-38.03029112
"9489","T20150004774",145.12035284,-38.06548396
"72387","T20160016950",145.2459706,-38.0432035
"7082","T20140027110",145.2016384,-38.08014121
"33331","T20160026756",146.25338826,-38.19212331
"53664","T20180013674",145.19242042,-37.94182848
"55810","T20180011083",144.35778962,-38.14879967
"35279","T20160025926",144.98653175,-37.8383484
"43829","T20170000145",145.65747103,-35.99973863
"53117","T20180003210",143.90595108,-38.44482539
"32209","T20160019607",145.07172977,-37.78298136
"6512","T20140026495",144.96021399,-37.77755499
"10201","T20150006365",145.05040171,-37.86456979
"47279","T20170006189",146.71981172,-36.55834152
"67711","T20190012528",145.3387496,-38.04421749
"50647","T20180010691",145.14066904,-38.14593149
"28818","T20160012233",145.02862703,-37.88861789
"30132","T20160015077",144.99673596,-37.84722025
"38535","T20160019293",144.88859999,-37.77600999
"52227","T20180004484",145.01297512,-37.86042399
"49807","T20170010720",144.94730261,-37.61701701
"11682","T20150007716",144.99704592,-37.77925376
"44979","T20170013282",145.48484626,-38.06501241
"10913","T20150006089",147.10046484,-37.00167237
"1729","T20140016963",144.99178982,-37.80715539
"59879","T20180004456",145.22248958,-37.73538882
"37799","T20170002004",144.8861642,-37.77278222
"20862","T20150023877",145.23572597,-37.81078593
"37959","T20170004104",145.0427456,-37.85030876
"7205","T20150000181",145.51414645,-37.65436817
"27360","T20160013404",144.76037534,-37.86878356
"65523","T20190004729",145.13999919,-38.04404448
"38908","T20170010183",145.46419057,-36.37756876
"49746","T20170021332",145.11961093,-37.81303255
"5365","T20140024441",144.8962217,-37.75628071
"41954","T20170016961",142.9562631,-37.28681738
"49524","T20180001259",145.0428136,-37.7416169
"31048","T20160014449",145.68630477,-36.62683608
"22338","T20150026015",145.18265265,-38.1007209
"46822","T20140021529",145.06878496,-37.82241849
"6496","T20150000934",144.96729573,-37.6683
"46010","T20170017777",144.9146135,-37.68327639
"31919","T20160015131",145.22138466,-37.98164979
"68716","T20140024661",142.16375036,-34.15942376
"69083","T20150002883",144.98748945,-37.7790746
"8420","T20150001360",145.00511353,-37.69424805
"59849","T20180017676",144.34471337,-38.15468297
"66209","T20190006672",145.06906339,-37.68201698
"28621","T20160016157",145.11512666,-37.81651806
"72037","T20160012446",142.16313061,-34.1931507
"20975","T20150026580",144.28514135,-36.74865226
"19609","T20150026180",144.97601677,-37.79161048
"45184","T20170023451",145.37993721,-37.78688898
"24717","T20160008845",145.13809832,-37.02408471
"21538","T20160001898",144.82660632,-37.72479149
"53726","T20180006839",143.8670957,-37.54027456
"72678","T20160020729",142.09788419,-34.23021543
"70164","T20150015991",145.15870478,-37.9184842
"28477","T20160009834",147.62218612,-37.90094784
"72116","T20160013317",145.86235218,-38.13856927
"5272","T20140024216",143.68913383,-37.64333913
"63981","T20190001667",144.95917598,-37.7847139
"66834","T20180021895",144.33924505,-38.21205374
"70513","T20150020203",144.33586627,-38.08823273
"12240","T20150007651",145.23320654,-37.75509022
"34287","T20160023208",145.05608716,-37.96329992
"31572","T20160019098",144.63528792,-37.89501472
"7349","T20140026645",145.12363625,-37.82892378
"74203","T20170013442",145.01597382,-37.84193466
"76184","T20180017203",145.36920879,-37.30067349
"65145","T20190007034",144.74273089,-37.72952229
"36484","T20170006312",145.31750658,-37.82344997
"69919","T20150012864",146.00029986,-38.21699901
"36154","T20170005583",144.32009335,-38.12825437
"35403","T20170003722",144.35235064,-38.14988916
"4155","T20140023045",144.07543293,-38.33256226
"50576","T20170012110",145.05783628,-37.74728544
"43306","T20170019769",144.98803116,-37.82297553
"7914","T20150002134",145.58925458,-38.60627569
"70922","T20150025680",145.03815429,-37.873532
"5419","T20140023835",-1,-1
"29296","T20160011169",144.96778,-37.80448999
"37391","T20170002998",144.99245987,-37.64855826
"34249","T20160024953",144.59022069,-37.48778554
"42387","T20170018047",144.75080806,-36.13900467
"63077","T20190010111",145.01832701,-37.86867113
"59061","T20190001398",141.5567582,-38.31725215
"47879","T20180001809",145.0263617,-37.64462079
"30633","T20160015711",142.15324006,-34.19202801
"75401","T20180005356",144.85312187,-37.73720881
"77451","T20190011990",145.12885082,-38.13604346
"71138","T20160001173",145.12698379,-37.91429641
"20543","T20160000181",144.96103517,-37.79170625
"67592","T20190017882",145.2557465,-38.07531215
"42659","T20170011655",145.53151763,-37.47817956
"25359","T20160009375",144.88958445,-37.28904318
"25649","T20160010082",145.00105028,-37.83398663
"75669","T20180009489",145.13194237,-37.58572691
"11690","T20150006773",145.24987221,-37.87367342
"52232","T20180010767",145.34496495,-37.91046399
"42373","T20170012179",145.1838012,-37.9575664
"2656","T20140019375",-1,-1
"31052","T20160014578",144.88528043,-37.80121502
"31371","T20160013994",145.22196963,-37.97846617
"34619","T20160023923",145.55350008,-38.07245694
"17938","T20150020785",144.61332809,-37.87692206
"37094","T20170002643",145.51914192,-37.69049519
"47635","T20170022084",145.57025885,-37.92044754
"8572","T20150003061",145.18658084,-37.86963887
"69568","T20150008559",147.08202266,-38.10797894
"64900","T20190003934",145.14709496,-37.91733192
"62345","T20190013876",145.13736921,-38.12188817
"52688","T20180011756",145.17900266,-37.81218326
"12135","T20150009641",143.94354058,-35.96742204
"45639","T20170014285",144.54562785,-37.6846784
"16836","T20150020220",144.93907481,-37.7745116
"17620","T20150017601",144.98238721,-37.85048482
"54948","T20180009644",145.49899914,-38.02678992
"61206","T20180023445",144.42225627,-38.25905422
"11207","T20150007885",145.00604474,-37.87207744
"72045","T20160012557",142.04059581,-36.45649516
"40324","T20170007207",144.89351338,-37.6365136
"67965","T20190004693",144.64714565,-37.72051123
"20605","T20150024132",144.88347975,-37.81281995
"53032","T20170017241",146.97718546,-38.0989382
"22843","T20160000736",144.92689821,-37.77269772
"5723","T20140025167",144.97853621,-37.79754409
"26007","T20160007431",145.03360009,-37.91050827
"52059","T20180006209",144.89626779,-37.65105596
"67561","T20190015260",144.80909472,-37.81533218
"35844","T20170000096",144.99905976,-37.76934755
"76783","T20190001932",144.98260371,-37.7430763
"58607","T20180018685",145.41785781,-38.0767706
"16839","T20150020253",144.83377059,-37.54878365
"47576","T20170021428",146.85219074,-36.11418715
"21619","T20150025496",145.72769933,-36.93680002
"30418","T20160015187",147.48475021,-36.14997072
"34311","T20170001528",144.95160227,-37.82196037
"76457","T20180021675",144.99695131,-37.81833989
"25013","T20160005350",144.95047202,-37.77589458
"34065","T20170000823",144.88102186,-37.82488004
"41342","T20170010086",144.86342603,-37.81618389
"8522","T20150003088",144.90543438,-37.78415738
"64519","T20190002003",145.10554906,-37.78641586
"64475","T20190006303",145.54713229,-37.7868342
"34246","T20160024917",145.27367488,-38.07772404
"63935","T20190005060",145.07880711,-37.77607828
"9141","T20150003892",144.97105913,-37.83499462
"27897","T20160010835",145.00436564,-37.72014535
"38696","T20170004479",145.21646732,-37.68614033
"7714","T20150000042",144.39155538,-38.17065543
"70937","T20150025904",145.00030592,-37.81867456
"70547","T20150020738",142.80088457,-37.10389763
"32173","T20160024250",145.28366419,-37.86161127
"46381","T20140018762",144.7469554,-37.88613546
"15008","T20150016387",146.69379626,-37.9852311
"50450","T20170011771",145.287648,-37.82506527
"16260","T20150019011",145.10421572,-37.87810676
"52531","T20180011248",144.90937315,-37.73381594
"44820","T20170017532",145.07462725,-37.81770574
"59264","T20180020137",145.30497722,-38.03754512
"1226","T20140016805",144.97108294,-37.830045
"26175","T20160012262",144.8072475,-37.83407901
"59471","T20180003642",145.19362154,-37.8164156
"40844","T20160023301",145.67152186,-38.32236559
"52296","T20180001457",144.99353829,-37.78675714
"75352","T20180004647",144.95556487,-37.80849576
"25273","T20160005884",144.96654119,-37.81548248
"63876","T20190000621",145.04247887,-37.93411937
"76077","T20180015609",145.27195985,-37.80564407
"3471","T20140020395",145.54667167,-37.95851893
"59797","T20180016762",145.16212911,-37.78918577
"2040","T20140018281",-1,-1
"44133","T20170000804",145.42942946,-37.83238221
"65949","T20190006712",145.03226923,-37.78055522
"10148","T20150006077",144.35990441,-38.07861875
"56465","T20180013688",145.12154326,-37.6506207
"41991","T20170011389",144.95776566,-38.45505065
"30244","T20160016766",145.2706499,-37.8848693
"8977","T20150004283",145.11220796,-37.77344698
"51158","T20170023955",144.96466281,-38.33344396
"74890","T20170023129",143.86541114,-37.52644665
"46781","T20170019773",147.97275708,-37.80421663
"74469","T20170016921",144.01199254,-36.49774478
"11327","T20150008631",145.71938086,-36.98999034
"61850","T20190007279",145.20959872,-37.93264848
"57951","T20180017369",145.34575731,-38.04726941
"75475","T20180006573",145.16047165,-38.49658573
"3208","T20140020052",-1,-1
"24860","T20160008329",145.30823092,-38.02069491
"34976","T20160021453",145.18455564,-37.83610136
"36423","T20170000423",145.1691519,-38.15601367
"28216","T20160012550",143.55985625,-35.33471641
"66991","T20190009681",145.16314731,-38.13552876
"28525","T20160013323",144.24809376,-37.07777254
"66704","T20190019282",144.69552784,-37.80760829
"61887","T20180008537",145.19443293,-37.82564706
"10498","T20150006804",145.15943124,-38.10471039
"18620","T20150023947",146.31042456,-36.36632881
"18019","T20150020872",142.487765,-38.37223423
"19347","T20150025545",145.17228473,-37.95729741
"47990","T20180004003",144.89351353,-37.79241755
"67163","T20190010140",147.27819442,-38.19104136
"66263","T20190007511",144.75507777,-37.86954874
"9232","T20150002541",145.16594905,-37.87924956
"56529","T20180013125",145.04913,-37.95754999
"45069","T20170023303",145.35575001,-37.86073399
"52514","T20180003340",145.32871512,-35.92545382
"58635","T20180015010",144.67355896,-37.89389692
"59489","T20190005825",144.76182475,-37.80441848
"45382","T20140014155",-1,-1
"58184","T20180001111",146.50893476,-37.19523083
"31679","T20160014628",144.95530758,-37.77647715
"56746","T20180011450",144.78915309,-37.84258532
"50557","T20170023043",145.00913849,-37.84110569
"19909","T20150021840",144.9805867,-37.78709565
"11887","T20150011027",145.53651852,-37.77010187
"55271","T20180020804",144.12654596,-38.41536995
"5865","T20140024903",144.31908384,-38.32889053
"41723","T20170009543",145.5209083,-37.52698701
"64889","T20180016395",145.0165369,-37.82001246
"33373","T20160021245",145.28554604,-37.86266162
"72921","T20160024321",145.08731185,-37.69042596
"17092","T20150021092",143.86790698,-37.5830661
"61727","T20180020602",144.81036817,-37.85864541
"52030","T20180006107",144.83715369,-37.72053141
"3862","T20140020909",-1,-1
"115","T20140013888",-1,-1
"57964","T20180023443",144.98794996,-37.79566477
"70277","T20150017442",144.35000502,-38.18441541
"35129","T20160025020",145.15312166,-37.9471306
"30804","T20160017774",144.32162623,-36.67892449
"5341","T20140024433",144.92811202,-37.64410643
"62198","T20190001160",144.97074434,-37.79751771
"18847","T20150022227",144.89480016,-37.81409818
"60757","T20190005012",145.34623454,-38.03049259
"52640","T20180003770",145.11287969,-37.84965266
"16576","T20150019800",143.86873425,-37.60346519
"28228","T20160011402",144.96875863,-37.78994275
"28607","T20160009434",144.95209463,-37.83274162
"28312","T20160009471",145.35128727,-37.75751224
"8511","T20150002332",145.03063743,-37.80686735
"42233","T20160025284",145.37842872,-37.88003653
"18379","T20150019921",144.68287501,-37.87553527
"32127","T20160024126",141.02324167,-34.27221596
"31231","T20160022033",145.17059045,-37.85515032
"36678","T20170005925",145.24771263,-38.03675209
"14826","T20150013046",145.02858631,-37.73613361
"69571","T20150008623",147.06069125,-38.01771777
"76759","T20190001570",145.14914073,-37.83199769
"40457","T20160022491",143.54314553,-35.3462333
"11607","T20150009460",144.0386186,-37.55657868
"17238","T20150017752",144.1995606,-36.87398707
"30768","T20160016387",145.29531013,-36.469494
"4339","T20140021657",-1,-1
"18053","T20150022694",146.97712554,-37.96598949
"67745","T20190017998",145.14262902,-37.97994996
"53752","T20180004407",145.00155974,-37.75263084
"53110","T20180012683",144.99279086,-37.37218097
"4241","T20140021737",-1,-1
"21821","T20150026164",144.68288992,-37.87755155
"6533","T20150001024",145.01850607,-37.66097601
"54262","T20180005569",145.85528222,-38.14230422
"48346","T20170018708",146.97412168,-37.96273747
"8307","T20150004762",144.99360418,-37.82385831
"23563","T20160002961",145.47778975,-38.07132456
"44064","T20170015500",143.84073109,-37.55981861
"43614","T20170013325",144.97332926,-38.3432909
"15757","T20150015319",145.04117959,-37.76267619
"18512","T20150021823",144.95662891,-37.81893818
"52013","T20180000628",144.95910972,-37.69474021
"68098","T20190006684",146.31711853,-38.60624885
"46065","T20180000951",144.93530791,-37.6970496
"49712","T20170010549",142.46921042,-36.50065706
"32726","T20160025152",146.32379281,-36.35458967
"23072","T20160001298",144.94410987,-37.79112567
"18310","T20150023758",147.19891362,-37.78587238
"48940","T20170019981",145.07153135,-37.84457455
"42342","T20170018031",144.76510398,-37.90423583
"68","T20140013681",144.96319046,-37.76081636
"13745","T20150013841",145.3883478,-36.47363438
"41335","T20160024149",145.1939401,-37.14564754
"26223","T20160005242",143.73441484,-37.0652005
"44588","T20170016668",145.04133874,-37.74968134
"35220","T20160022035",145.17552979,-38.09615689
"29558","T20160015260",143.47754487,-37.08297116
"45001","T20170022921",141.7941986,-37.88056182
"22017","T20150025490",144.88482543,-37.80580491
"52410","T20180003241",144.95814315,-37.83118551
"31717","T20160017605",145.2930897,-38.08423013
"53511","T20180016663",144.3240068,-36.69005712
"23896","T20160003703",145.06711453,-37.88475133
"47141","T20170019838",144.69357181,-37.81968069
"62450","T20190008559",145.06571463,-37.992118
"17537","T20150018191",144.95058466,-37.63795961
"76212","T20180017820",148.12062763,-37.59543727
"11066","T20150009623",144.96349863,-37.72266466
"15717","T20150017916",143.34287779,-35.18225243
"55278","T20180008861",144.93455723,-37.7311246
"69723","T20150010471",144.96220085,-37.75450011
"57827","T20180015470",145.7604818,-38.40474214
"51653","T20170014238",147.03657,-36.17094999
"71775","T20160009198",145.04045206,-37.8368719
"1919","T20140017660",-1,-1
"9277","T20150002669",145.17802164,-37.89566839
"28054","T20160008431",145.48691455,-37.83310707
"10257","T20150008162",147.03054261,-36.32776521
"23417","T20160000924",145.01401597,-37.67929436
"55470","T20180011569",145.02972152,-37.748186
"26053","T20160011865",145.03766069,-37.88887892
"75120","T20180001366",143.87057091,-37.56994179
"1846","T20140017891",-1,-1
"6264","T20140025999",145.59324506,-38.1908767
"39372","T20170005799",145.17192534,-37.86612911
"59918","T20180004471",145.04719214,-37.66239737
"56839","T20180011208",145.21111887,-37.96814409
"42062","T20170010185",145.0291705,-36.35516251
"71866","T20160010329",144.96251581,-37.69001812
"31398","T20160022726",144.88650818,-37.68055814
"3570","T20140020769",145.42305098,-38.1758529
"19014","T20150022605",143.3627409,-38.6926046
"62086","T20180009007",144.22858,-36.85175999
"63737","T20190004590",145.42423005,-37.2114398
"36712","T20170001092",145.1133381,-37.95766923
"39840","T20160021312",144.2907517,-36.74977885
"15367","T20150017686",145.15730185,-37.92545753
"39374","T20170006668",145.72630206,-38.33248708
"44242","T20170014754",145.20702346,-37.9406276
"5059","T20140023947",145.03936441,-37.79641344
"7595","T20150001596",146.54626712,-38.19887214
"25851","T20160007153",144.97033786,-37.82322002
"39712","T20160021041",144.99951565,-37.80853136
"75918","T20180013137",145.04779926,-37.95138358
"61087","T20180021512",143.02936379,-38.51896578
"64611","T20190006578",145.43672262,-37.52878112
"14915","T20150012543",144.28323046,-36.74999886
"15470","T20150016870",144.95599718,-37.82299707
"26303","T20160008114",145.06917443,-37.75974164
"40343","T20170014090",146.46272171,-36.05550673
"64642","T20190006842",144.9777271,-37.74471778
"44879","T20170015797",145.15473518,-37.93944382
"52485","T20180001790",144.54475949,-36.61950929
"1516","T20140016989",144.42737961,-38.1415754
"65891","T20180019357",145.21726326,-37.82521187
"49457","T20180007594",144.9881038,-37.77829535
"31485","T20160017780",144.51709436,-37.7045023
"59365","T20190001913",144.96599427,-37.75568058
"14286","T20150015772",144.60823069,-37.69598147
"68096","T20190006643",143.55397013,-38.75597308
"63864","T20190001413",145.07542707,-37.74319562
"28706","T20160016350",143.98736148,-38.01362364
"45136","T20170002752",146.95141859,-36.1730211
"59638","T20190006304",147.06117829,-38.10955473
