"","ACCIDENT_NO","LONGITUDE","LATITUDE"
"42881","T20170019259",144.9463388,-37.83319966
"17574","T20150022067",145.29352065,-37.32115354
"4362","T20140022732",143.15782103,-38.34381881
"45123","T20170013641",145.10254112,-38.00759012
"65369","T20190005111",144.88095407,-37.63989313
"32469","T20160016532",145.05555752,-37.82848205
"52796","T20180002351",145.46010989,-38.06297341
"26645","T20160013158",145.13686904,-37.6849477
"2813","T20140018743",145.36237482,-37.79686651
"14624","T20150016331",144.9480872,-37.66120662
"24864","T20160003025",145.83420919,-38.42881181
"37787","T20170008847",144.97338978,-37.80843772
"35447","T20160025567",145.10521192,-38.0007413
"37115","T20160025938",144.77495057,-37.75228889
"35329","T20170003977",145.59167069,-36.74051265
"44084","T20170011499",146.45520242,-37.94788998
"23519","T20160002076",145.06456734,-37.75602903
"39455","T20170012142",144.97217911,-37.76907062
"62070","T20190007756",146.5203719,-38.19700655
"13364","T20150013850",144.70895531,-37.86690554
"19377","T20150023598",144.92689183,-37.79325654
"57491","T20190000749",145.03813128,-37.67317407
"45414","T20140014644",-1,-1
"60823","T20180018829",145.00022692,-37.94182463
"34641","T20170001691",147.12474382,-36.97601694
"59509","T20190002283",144.90007322,-37.69649595
"10669","T20150009130",144.97307859,-37.78214338
"66471","T20180020770",144.97644584,-37.79314237
"68083","T20190006503",146.2545261,-37.46705361
"71957","T20160011484",143.80957251,-37.52485415
"20584","T20150026021",144.96134033,-37.84559425
"53866","T20180005903",144.98513629,-37.79365808
"44689","T20170016963",144.93161011,-37.82151405
"12230","T20150010602",145.28433329,-37.88581805
"17611","T20150018308",145.23534107,-37.74855773
"48324","T20180004789",145.15300035,-37.98795358
"56213","T20180012499",143.83937228,-37.55787472
"62313","T20190013721",145.02707056,-37.65041033
"42662","T20170012752",147.72007333,-37.20368011
"37452","T20170002357",144.77999907,-37.79905766
"334","T20140014379",144.38271673,-38.17790927
"19494","T20150021996",143.85961518,-37.53647113
"47463","T20180000588",145.21488591,-38.23865138
"71038","T20150027163",145.0957351,-37.60063571
"69725","T20150010477",144.97695081,-37.84645032
"21396","T20150027114",145.27251642,-37.99727092
"26527","T20160006247",145.08816289,-37.89293084
"43120","T20170019320",145.11924691,-37.92849094
"4676","T20140022005",144.49202148,-37.71343667
"46178","T20180001025",143.58312876,-38.36539342
"9591","T20150007037",145.09575541,-37.6375073
"32077","T20160023620",146.0822045,-37.93297147
"32622","T20160019470",145.06524483,-38.40674839
"20384","T20150022574",144.93872622,-37.75245599
"77378","T20190010883",144.90691899,-37.75796992
"47549","T20170018680",145.33601303,-37.55629534
"13653","T20150013631",144.71486936,-37.8513371
"19614","T20150023612",144.3349584,-36.21130457
"35251","T20160026885",144.56744944,-37.709671
"46288","T20140017640",-1,-1
"26001","T20160008582",144.95580622,-37.80752543
"53998","T20180018073",144.94106173,-38.34253912
"18628","T20150024211",143.44379764,-37.25467054
"16165","T20150016141",144.95419532,-38.3422469
"55888","T20180011456",144.88042145,-37.78733539
"22168","T20160003068",147.08649036,-36.68505208
"2406","T20140018843",-1,-1
"43757","T20160028124",145.86909279,-37.64407223
"70755","T20150023779",145.17384119,-37.9046032
"1037","T20140015837",145.64574899,-35.92087004
"64671","T20190006934",145.29393069,-37.89610898
"55258","T20180017735",144.63149763,-37.70958885
"47346","T20170006946",144.89041689,-37.75405354
"32972","T20160026092",144.59841422,-37.41746576
"61349","T20190010093",146.86692789,-36.1449507
"72207","T20160014495",147.106706,-38.21634999
"71133","T20160001030",144.94607946,-37.79256514
"20553","T20160000397",145.49230504,-37.92718273
"35387","T20160022395",145.01718011,-37.82723723
"72873","T20160023520",145.13447046,-37.63976718
"68607","T20140023552",144.74804869,-37.87050424
"56357","T20180010222",143.67419073,-37.65058676
"2864","T20140019678",-1,-1
"36642","T20170005902",145.32239475,-38.02463036
"8726","T20150002798",145.10972941,-37.78253481
"30178","T20160015190",145.05993529,-37.71496806
"68681","T20140024339",145.01300106,-37.68504051
"32313","T20160024095",145.16856015,-38.10421903
"5446","T20140024335",145.24707559,-38.00302879
"4006","T20140021982",144.96011751,-37.80946285
"50445","T20170011698",145.82080274,-38.42689607
"9373","T20150003569",145.125523,-37.67797614
"46564","T20180001250",146.24083836,-38.19324499
"59768","T20190006745",145.30594796,-38.04220891
"66553","T20190007714",145.28339421,-38.11308148
"22868","T20150027162",146.12276959,-37.28287108
"49285","T20170023911",145.01341192,-37.68274625
"37154","T20170002691",144.99729122,-37.85896804
"73341","T20170001448",145.14093299,-37.78662287
"42413","T20170018186",143.60286147,-36.41864638
"49677","T20170022621",146.01327951,-36.01299672
"20976","T20160000934",144.98898841,-37.79942426
"10697","T20150007231",145.03076436,-37.84818685
"31306","T20160017368",144.79013811,-37.76032013
"72347","T20160016444",144.95852215,-37.80408221
"63027","T20190002963",145.00615538,-37.72608743
"36218","T20170005235",144.28908486,-36.77705213
"72416","T20160017383",145.06445332,-37.82211099
"9360","T20150004983",145.38822812,-38.06176112
"76210","T20180017746",145.31020951,-37.33401397
"18622","T20150021908",145.02326784,-37.91653967
"51008","T20180007939",145.02154732,-37.88913271
"77310","T20190009711",144.88584788,-37.70727129
"61954","T20180008730",148.38137202,-37.74616496
"25788","T20160006919",142.01750275,-34.21573245
"71843","T20160010028",144.70709257,-37.85139476
"76007","T20180014568",145.06827535,-37.82208581
"14837","T20150012441",145.2935783,-37.81384797
"28404","T20160009129",144.2630062,-36.72811216
"68563","T20140023171",-1,-1
"20857","T20150024615",144.95292666,-37.84983361
"47041","T20180002974",145.01789955,-37.69576363
"52630","T20180005060",145.16115399,-38.10924662
"28082","T20160011042",145.04576737,-37.9492101
"14541","T20150012605",145.09613695,-37.64392474
"70588","T20150021208",145.05280243,-37.8595654
"38549","T20170005246",143.86394946,-38.66285093
"44777","T20170022679",145.02787255,-37.81370277
"27487","T20160007229",145.04302501,-37.88689831
"17858","T20150020566",144.95857197,-37.78986404
"13747","T20150013882",145.44121872,-37.89493135
"70284","T20150017530",145.21459045,-38.14037979
"5877","T20140024505",145.06057813,-37.81066493
"7131","T20140026197",144.97786555,-37.8016049
"42339","T20170012063",144.96916391,-37.78797713
"48757","T20180005626",144.96698311,-37.81648854
"56390","T20170022976",144.44407,-38.17283299
"17557","T20150018540",144.97595148,-37.86928162
"65592","T20190005771",144.87349316,-37.84145924
"33213","T20160022484",144.95534699,-37.80854634
"36358","T20170001067",145.02423824,-37.7321834
"33074","T20160026407",144.97038686,-37.81437657
"13079","T20150009359",145.05638048,-37.83245579
"40649","T20170007669",145.09496969,-38.19090411
"53540","T20180016737",144.90616749,-37.74294323
"67138","T20180022942",145.2214807,-37.98091627
"40516","T20170007208",145.91379313,-38.21547226
"40124","T20170003412",146.89346698,-36.11028457
"49599","T20170024675",145.2523898,-37.77902535
"5294","T20140024319",145.33155184,-38.03277998
"76757","T20190001565",145.15128598,-38.23528592
"41778","T20170016538",144.88774626,-37.69908968
"48306","T20170020203",145.05624924,-37.96242237
"10036","T20150004033",144.34000463,-38.19324449
"29543","T20160011652",144.94659277,-37.58813043
"3589","T20140020820",-1,-1
"1916","T20140018003",-1,-1
"57943","T20190001807",145.24820436,-37.77375761
"46099","T20170004201",145.15999323,-37.8883575
"70839","T20150024691",144.69781947,-36.89623219
"18300","T20150019946",145.46035256,-36.04217605
"57286","T20180022189",145.22302559,-37.97947788
"14447","T20150013027",144.73415233,-37.64212513
"62705","T20190009037",142.77252468,-37.05664535
"28511","T20160011958",144.93527226,-37.75054253
"42924","T20170019291",145.18966158,-38.00647648
"55275","T20180008835",145.2028811,-38.02804746
"41604","T20170009334",144.90608322,-37.77306233
"46671","T20170016785",145.04214944,-37.74788604
"42593","T20170011192",145.02360159,-37.6743726
"44348","T20170021857",145.12996624,-37.7974589
"34932","T20170002221",145.1518103,-38.23306569
"56487","T20180023360",144.7670897,-37.76789121
"43935","T20170011245",145.07629581,-37.96793248
"20032","T20150024150",144.77745871,-37.87235386
"35866","T20160026427",145.00375094,-37.71607051
"12552","T20150008144",145.24927943,-38.00331625
"53558","T20180004002",144.80093266,-37.76746959
"48995","T20170021626",145.27088105,-38.01787587
"66856","T20180021920",145.49905308,-36.45729099
"37266","T20170002873",145.14555554,-37.92598522
"71637","T20160007574",145.27041473,-37.84260566
"14740","T20150014140",145.57148184,-37.92018294
"3613","T20140021095",-1,-1
"45642","T20170014337",144.90399829,-37.74774288
"21258","T20160001613",144.32590876,-38.326171
"59109","T20190001555",145.18633089,-38.09865921
"28416","T20160011544",145.20991436,-37.97624671
"39661","T20170005509",145.00997178,-37.84121382
"40677","T20170007940",145.09664526,-37.9555297
"49036","T20180006393",145.3930694,-36.40893204
"27806","T20160010704",144.87500019,-37.68464202
"52111","T20180002643",144.95866584,-37.688514
"1594","T20140016812",144.34765916,-38.14144988
"77105","T20190006882",145.07296146,-37.95568034
"22752","T20160002368",145.08930578,-38.19611039
"33190","T20160017961",145.0215888,-37.7585733
"13123","T20150010837",145.15420384,-37.81757059
"3633","T20140020119",145.01878476,-37.86110764
"50892","T20180000087",146.81228505,-38.51564353
"3767","T20140021619",142.41222305,-37.8697787
"56920","T20180021568",145.22788652,-38.00588049
"67771","T20190002083",146.84553706,-38.03482727
"24171","T20160002497",144.33178986,-38.10941993
"17072","T20150020910",145.46787964,-37.95530473
"73068","T20160026096",145.33849552,-38.02128064
"66842","T20190008563",145.17183222,-37.83879607
"41441","T20170016630",145.94950154,-38.47955284
"44882","T20170015872",144.97633749,-37.78998172
"48026","T20180004061",145.10205877,-37.9114659
"67162","T20190010134",144.33959789,-38.21087641
"49643","T20180005296",143.81720657,-37.55699262
"8221","T20150002708",145.29649843,-38.11486743
"40752","T20170007990",145.02523428,-37.38142596
"64429","T20190002671",145.25661537,-37.79645602
"28182","T20160012473",145.40306,-37.52722
"47685","T20180003358",144.98821186,-37.79406929
"26056","T20160011884",144.82994478,-37.87054197
"72913","T20160024183",144.9266535,-37.7878153
"26129","T20160007506",142.51319399,-38.38374525
"67541","T20190011232",144.74708266,-37.83943729
"53703","T20180005538",-1,-1
"22605","T20160001724",144.87454372,-37.82453288
"66659","T20190008605",145.4512223,-36.08208177
"32048","T20160020182",145.18113638,-37.9057044
"32824","T20160021589",145.96239192,-38.02171357
"1984","T20140018098",-1,-1
"5614","T20140024955",145.07650634,-37.9547415
"3792","T20140021618",144.91492806,-37.56934357
"7760","T20150001098",144.29610198,-36.76942089
"46341","T20140018354",-1,-1
"11500","T20150010420",145.03641651,-37.719903
"52016","T20180002495",145.26046,-37.80920999
"30349","T20160015679",143.78903089,-37.29178847
"66815","T20190009157",144.60189363,-37.64533683
"59484","T20180016172",144.42235342,-38.16724635
"42037","T20170017019",143.81707738,-37.57065739
"76992","T20190005168",144.72616278,-37.87591561
"2193","T20140018394",-1,-1
"67572","T20190011505",145.19225899,-38.11310115
"34126","T20170000918",145.09212814,-37.91031213
"51271","T20180000750",146.04457751,-38.02262225
"26551","T20160013015",144.75909133,-37.54955832
"49308","T20180007081",144.45811096,-38.17426127
"30103","T20160012393",145.18746704,-38.47228121
"70421","T20150019267",146.7079014,-38.29480518
"71091","T20160000476",145.25804797,-38.07995128
"19141","T20150024998",145.10507446,-37.82530296
"14394","T20150012351",142.93101336,-37.28245639
"70157","T20150015949",145.4244906,-38.14611216
"15310","T20150014289",145.27765231,-38.02964668
"48145","T20170019817",145.01254197,-37.68261523
"32657","T20160020333",144.87208182,-37.74655788
"51987","T20170014901",144.96473857,-37.80471903
"47003","T20180002329",145.09889715,-38.23167074
"53639","T20180006683",145.0742313,-37.88591535
"31911","T20160023256",143.85326017,-37.46258698
"16320","T20150015801",144.93745422,-37.75626813
"21659","T20160001969",145.14405875,-37.89520053
"66995","T20190016910",144.83891965,-37.74624153
"69275","T20150005269",143.88524719,-37.56974084
"8232","T20150004547",145.97087117,-38.09946026
"53084","T20180005655",143.58185222,-38.46176245
"73048","T20160025802",141.3324072,-37.61610114
"21240","T20150025049",144.99350996,-37.85085692
"74214","T20170013566",144.79483771,-37.83983557
"33919","T20160019442",145.02290661,-37.71151914
"58092","T20180015990",145.24873113,-38.48201034
"34521","T20160020630",144.39044279,-38.05529305
"62550","T20180010028",144.83655605,-37.7160513
"18185","T20150019458",144.58383656,-37.95428209
"76654","T20190000071",144.90911123,-37.73401511
"1130","T20140015991",146.92808291,-36.14773302
"34193","T20160022978",144.65659641,-37.70730244
"59712","T20190006679",144.56929175,-37.70230746
"28777","T20160009751",144.5690796,-37.41390725
"54515","T20180008938",142.9829534,-38.4867314
"22318","T20160003838",145.24614915,-37.89705945
"54618","T20180006443",145.24890452,-37.98558209
"41418","T20170016367",146.24598557,-38.41234665
"21968","T20160003080",145.0990351,-37.91120208
"31298","T20160017289",145.32701436,-38.03443291
"3850","T20140022288",-1,-1
"72440","T20160017741",144.95806519,-37.79713465
"5437","T20140024640",145.22194191,-38.10545668
"41150","T20170008836",145.28329458,-38.10794273
"43496","T20170020219",145.31981906,-37.56188496
"9805","T20150005712",145.03486012,-37.81445808
"38269","T20160018945",144.89291713,-37.79897405
"54174","T20180008110",144.90673534,-37.7721671
"21749","T20160002567",145.00076037,-37.75812763
"40893","T20170014570",145.19360391,-37.81646913
"48096","T20170007901",144.27280683,-36.76153156
"76849","T20190003032",144.96585178,-37.80698108
"20310","T20150022851",144.90092036,-37.80102353
"55094","T20180008635",145.1004048,-37.7681734
"11306","T20150006287",144.94492169,-37.80042337
"58189","T20180001163",144.99223884,-37.85779019
"27606","T20160009982",144.86114121,-37.67637797
"71639","T20160007612",145.08360327,-37.91781771
"30367","T20160020116",144.98510128,-37.79407945
"15105","T20150013880",144.58159999,-38.15054
"51896","T20180013438",145.03301263,-37.83549072
"57487","T20190000697",143.73436822,-37.66654645
"25395","T20160005787",144.95567755,-37.8067035
"60126","T20180004762",144.92531675,-37.75151758
"66608","T20180021121",146.28964942,-36.36978684
"47859","T20170017548",145.25844131,-37.8421773
"41434","T20160024202",145.0504045,-37.70910965
"76021","T20180014837",145.22362908,-37.71975956
"15534","T20150016901",145.29470566,-37.89047397
"30734","T20160020944",146.63847965,-36.64135341
"62560","T20190001805",145.13953878,-37.81488447
"20386","T20150022593",145.50910224,-38.22216732
"72144","T20160013679",144.99229269,-37.81782603
"58164","T20180016082",144.98653695,-37.79913293
"50198","T20170022142",145.19403436,-38.11717222
"66857","T20180021955",145.02922066,-37.68410973
"18857","T20150020784",144.94744073,-37.83904374
"8010","T20150002091",145.00780341,-37.81406633
"47903","T20170017713",145.52113685,-37.61630746
"51416","T20180002671",145.05058327,-37.64699587
"47183","T20170020444",144.88648302,-37.7704671
"62009","T20180023422",145.02880434,-37.68491014
"25873","T20160004732",144.25807817,-36.74686344
